Protocol,Seed,nNodes,nFlows,MaxPaths,InitEnergy_J,PktInterval_s,PDR,Throughput_kbps,Delay_ms,Jitter_ms,TxPkts,RxPkts,CtrlBytes,NRL,EnergyConsumed_J,EnergyPerPkt_J,LiveNodes
PMAODV,10,20,19,3,50.000000,1.000000,0.594506,2.485137,66.958365,40.786850,3677,2186,121528,10.295144,722.210623,0.330380,20
PMAODV,11,20,19,3,50.000000,1.000000,0.368779,1.952640,9.684509,10.591780,3677,1356,50392,6.881897,720.511104,0.531350,20
PMAODV,12,20,19,3,50.000000,1.000000,0.561055,2.345305,13.244052,15.952937,3677,2063,65380,5.868835,721.075747,0.349528,20
PMAODV,13,20,19,3,50.000000,1.000000,0.515910,2.410306,6.029191,3.617589,3677,1897,59430,5.801558,720.409108,0.379762,20
PMAODV,14,20,19,3,50.000000,1.000000,0.957846,4.003958,14.805820,13.348140,3677,3522,70904,3.728101,721.247969,0.204784,20
PMAODV,15,20,19,3,50.000000,1.000000,0.651890,2.725011,81.537726,42.153158,3677,2397,69840,5.395633,720.925204,0.300761,20
PMAODV,16,20,19,3,50.000000,1.000000,0.521349,2.179326,36.274539,32.241017,3677,1917,95002,9.177341,720.490291,0.375843,20
PMAODV,17,20,19,3,50.000000,1.000000,0.506935,2.368376,12.704006,15.112982,3677,1864,55272,5.491178,721.459088,0.387049,20
PMAODV,18,20,19,3,50.000000,1.000000,0.899646,3.760674,26.633600,26.481764,3677,3308,86692,4.853106,721.330815,0.218056,20
PMAODV,19,20,19,3,50.000000,1.000000,0.906174,3.787958,13.209707,15.298998,3677,3332,85716,4.763906,721.290126,0.216474,20
PMAODV,20,20,19,3,50.000000,1.000000,0.847158,3.541263,59.345020,49.730352,3677,3115,100170,5.955056,721.008619,0.231463,20
PMAODV,21,20,19,3,50.000000,1.000000,0.863204,3.608337,11.701607,11.756891,3677,3174,105260,6.141334,720.721610,0.227070,20
PMAODV,22,20,19,3,50.000000,1.000000,0.798477,3.337768,67.021171,54.957053,3677,2936,125384,7.908467,722.731657,0.246162,20
PMAODV,24,20,19,3,50.000000,1.000000,0.659233,2.755705,10.401120,8.175999,3677,2424,55966,4.275608,720.579570,0.297269,20
PMAODV,23,20,19,3,50.000000,1.000000,0.934457,3.906189,13.204455,11.400187,3677,3436,119878,6.460893,721.743810,0.210053,20
PMAODV,25,20,19,3,50.000000,1.000000,0.734022,3.068337,40.978906,37.533018,3677,2699,86704,5.948980,720.749070,0.267043,20
PMAODV,26,20,19,3,50.000000,1.000000,0.912429,3.814105,14.721970,17.325036,3677,3355,136274,7.521886,721.238636,0.214974,20
PMAODV,27,20,19,3,50.000000,1.000000,0.945064,3.950526,14.158107,13.311765,3677,3475,59632,3.177831,721.112964,0.207515,20
PMAODV,28,20,19,3,50.000000,1.000000,0.868371,3.629937,35.402617,38.202967,3677,3193,155844,9.038522,722.340606,0.226226,20
PMAODV,29,20,19,3,50.000000,1.000000,0.799837,3.343453,12.444964,13.429335,3677,2941,67218,4.232498,720.725657,0.245061,20
PMAODV,30,20,19,3,50.000000,1.000000,0.593691,2.481726,67.984362,34.545022,3677,2183,88062,7.470352,720.661729,0.330124,20
QMAODV,1,20,19,3,50.000000,1.000000,0.942888,3.941432,29.466275,28.671003,3677,3467,118956,6.353876,721.991944,0.208247,20
QMAODV,3,20,19,3,50.000000,1.000000,0.745989,3.118358,16.479928,13.823540,3677,2743,116822,7.886877,720.622586,0.262713,20
QMAODV,5,20,19,3,50.000000,1.000000,0.659233,2.755705,68.935634,36.350216,3677,2424,31402,2.399004,720.891562,0.297398,20
QMAODV,4,20,19,3,50.000000,1.000000,0.924939,3.866400,29.484717,20.144286,3677,3401,64554,3.514979,720.727850,0.211916,20
