Protocol,Seed,nNodes,nFlows,MaxPaths,InitEnergy_J,PktInterval_s,PDR,Throughput_kbps,Delay_ms,Jitter_ms,TxPkts,RxPkts,CtrlBytes,NRL,EnergyConsumed_J,EnergyPerPkt_J,LiveNodes
QMAODV,10,20,19,3,50.0,0.05,0.165515,13.937684,365.544787,119.180846,74072,12260,2508564,37.891426,742.003281,0.060522,20
QMAODV,11,20,19,3,50.0,0.05,0.206475,17.386863,229.811719,79.550121,74072,15294,2367022,28.660743,744.566267,0.048684,20
QMAODV,12,20,19,3,50.0,0.05,0.230991,19.451368,260.96398,86.051878,74072,17110,2324720,25.160941,745.519286,0.043572,20
QMAODV,13,20,19,3,50.0,0.05,0.203518,17.137895,352.004985,119.551008,74072,15075,2850172,35.012247,745.53092,0.049455,20
QMAODV,14,20,19,3,50.0,0.05,0.166163,13.992253,279.224021,96.941264,74072,12308,2668544,40.1507,745.837074,0.060598,20
QMAODV,15,20,19,3,50.0,0.05,0.225038,18.950021,278.777765,88.782037,74072,16669,2440300,27.110649,742.955379,0.044571,20
QMAODV,16,20,19,3,50.0,0.05,0.165299,13.919495,295.04813,101.29621,74072,12244,2920182,44.166485,746.576669,0.060975,20
QMAODV,17,20,19,3,50.0,0.05,0.159979,13.471579,411.796528,137.892181,74072,11850,2931386,45.810064,745.979118,0.062952,20
QMAODV,18,20,19,3,50.0,0.05,0.223512,18.821558,285.727924,101.628909,74072,16556,2558024,28.612476,743.523738,0.04491,20
QMAODV,19,20,19,3,50.0,0.05,0.222743,18.756758,220.531624,78.323894,74072,16499,2280536,25.596793,744.718282,0.045137,20
QMAODV,20,20,19,3,50.0,0.05,0.123528,10.402105,363.304032,126.04802,74072,9150,2702760,54.700668,744.587312,0.081376,20
QMAODV,21,20,19,3,50.0,0.05,0.165299,13.919495,335.687904,120.560862,74072,12244,3005336,45.454402,748.654911,0.061145,20
QMAODV,22,20,19,3,50.0,0.05,0.149746,12.609853,346.939008,127.109774,74072,11092,2895522,48.341848,744.257296,0.067099,20
QMAODV,23,20,19,3,50.0,0.05,0.151866,12.788337,229.908147,85.632853,74072,11249,2297474,37.821864,744.51228,0.066185,20
QMAODV,24,20,19,3,50.0,0.05,0.195013,16.421684,295.963984,87.005896,74072,14445,2224370,28.516467,744.339402,0.051529,20
QMAODV,25,20,19,3,50.0,0.05,0.198861,16.745684,255.350077,89.300742,74072,14730,2697892,33.91783,745.863184,0.050636,20
QMAODV,26,20,19,3,50.0,0.05,0.224606,18.913642,285.636227,95.398049,74072,16637,2724706,30.328496,743.368499,0.044682,20
QMAODV,27,20,19,3,50.0,0.05,0.153459,12.922484,304.040703,125.345469,74072,11367,2863254,46.646628,746.31032,0.065656,20
QMAODV,28,20,19,3,50.0,0.05,0.175842,14.807368,319.840512,106.796025,74072,13025,2494056,35.459672,742.970442,0.057042,20
QMAODV,29,20,19,3,50.0,0.05,0.226185,19.046653,305.409939,107.866173,74072,16754,2397312,26.497951,743.374994,0.04437,20
QMAODV,30,20,19,3,50.0,0.05,0.208878,17.589221,358.394338,115.731426,74072,15472,2731658,32.695359,744.776581,0.048137,20
QS2MAODV,1,20,19,3,50.0,0.05,0.151717,12.775832,344.787834,109.055634,74072,11238,3041022,50.111427,743.449896,0.066155,20
QS2MAODV,2,20,19,3,50.0,0.05,0.135922,11.445726,296.231764,100.502751,74072,10068,3380194,62.173406,747.332303,0.074228,20
QS2MAODV,3,20,19,3,50.0,0.05,0.212523,17.896168,246.770823,93.215626,74072,15742,2354616,27.699149,742.107897,0.047142,20
QS2MAODV,4,20,19,3,50.0,0.05,0.202182,17.025347,280.436129,91.855947,74072,14976,2938946,36.34143,744.035293,0.049682,20
QS2MAODV,5,20,19,3,50.0,0.05,0.206826,17.416421,294.360991,94.201989,74072,15320,3087966,37.326733,740.725244,0.04835,20
QS2MAODV,6,20,19,3,50.0,0.05,0.209728,17.660842,311.948757,99.911233,74072,15535,3073962,36.643207,742.700625,0.047808,20
QS2MAODV,7,20,19,3,50.0,0.05,0.218409,18.391832,216.383018,65.48264,74072,16178,2775228,31.767283,744.6841,0.046031,20
QS2MAODV,8,20,19,3,50.0,0.05,0.201088,16.933263,189.222738,58.665292,74072,14895,2070014,25.73588,736.881154,0.049472,20
QS2MAODV,9,20,19,3,50.0,0.05,0.195755,16.484211,235.977969,79.362878,74072,14500,2373280,30.310089,745.187314,0.051392,20
QS2MAODV,10,20,19,3,50.0,0.05,0.172764,14.548168,313.651647,104.268139,74072,12797,2705962,39.157933,738.30679,0.057694,20
QS2MAODV,11,20,19,3,50.0,0.05,0.21629,18.213347,199.865926,68.950531,74072,16021,2585998,29.8913,743.825413,0.046428,20
QS2MAODV,12,20,19,3,50.0,0.05,0.218018,18.358863,295.6044,90.775925,74072,16149,3183714,36.508556,747.093212,0.046263,20
QS2MAODV,13,20,19,3,50.0,0.05,0.229412,19.318358,253.248433,86.864536,74072,16993,2942722,32.069,742.021439,0.043666,20
QS2MAODV,14,20,19,3,50.0,0.05,0.203572,17.142442,233.452558,75.563546,74072,15079,2896980,35.577809,742.966236,0.049272,20
QS2MAODV,15,20,19,3,50.0,0.05,0.249919,21.045221,273.046058,74.274192,74072,18512,2569670,25.705748,744.180306,0.0402,20
QS2MAODV,16,20,19,3,50.0,0.05,0.194743,16.398947,208.842533,72.515854,74072,14425,3098846,39.782348,746.599502,0.051757,20
QS2MAODV,17,20,19,3,50.0,0.05,0.179744,15.135916,328.030075,91.677706,74072,13314,2861234,39.797067,742.798326,0.055791,20
QS2MAODV,18,20,19,3,50.0,0.05,0.229844,19.354737,276.896568,90.240372,74072,17025,2855992,31.06534,742.646643,0.043621,20
QS2MAODV,19,20,19,3,50.0,0.05,0.220934,18.604421,199.692201,68.853036,74072,16365,2711578,30.684025,746.496308,0.045615,20
QS2MAODV,20,20,19,3,50.0,0.05,0.15705,13.224884,265.776533,92.033332,74072,11633,2744814,43.694566,743.971423,0.063954,20
QS2MAODV,21,20,19,3,50.0,0.05,0.198199,16.689979,249.087958,84.463,74072,14681,3053608,38.518014,745.652788,0.05079,20
QS2MAODV,22,20,19,3,50.0,0.05,0.153567,12.931579,295.752382,102.787606,74072,11375,3151580,51.307774,742.441233,0.06527,20
QS2MAODV,23,20,19,3,50.0,0.05,0.167459,14.101389,263.302249,87.781235,74072,12404,2954664,44.111577,744.599746,0.060029,20
QS2MAODV,24,20,19,3,50.0,0.05,0.226955,19.111453,260.242303,80.681799,74072,16811,2695102,29.688476,742.647242,0.044176,20
QS2MAODV,25,20,19,3,50.0,0.05,0.188236,15.850989,254.985014,82.800719,74072,13943,3249078,43.152916,745.885599,0.053495,20
QS2MAODV,26,20,19,3,50.0,0.05,0.231747,19.515032,147.315079,49.270897,74072,17166,2100438,22.659327,739.059159,0.043054,20
