Protocol,Seed,nNodes,nFlows,MaxPaths,InitEnergy_J,PktInterval_s,PDR,Throughput_kbps,Delay_ms,Jitter_ms,TxPkts,RxPkts,CtrlBytes,NRL,EnergyConsumed_J,EnergyPerPkt_J,LiveNodes,SweepParam
QS2MAODV,15,20,19,3,50.000000,0.100000,0.379234,15.961263,175.072717,85.477106,37022,14040,2425128,31.987021,730.546453,0.052033,20,5
QS2MAODV,16,20,19,3,50.000000,0.100000,0.348360,14.661853,96.926162,55.081226,37022,12897,2448546,35.158133,738.257916,0.057243,20,5
QS2MAODV,19,20,19,3,50.000000,0.100000,0.442494,20.814776,25.457347,14.273072,37022,16382,837694,9.469449,732.442638,0.044710,20,5
QS2MAODV,17,20,19,3,50.000000,0.100000,0.303171,12.759916,395.689010,182.708160,37022,11224,3468852,57.232716,744.827903,0.066360,20,5
QS2MAODV,18,20,19,3,50.000000,0.100000,0.447167,18.820421,134.720008,65.044996,37022,16555,2720108,30.427285,744.580690,0.044976,20,5
QS2MAODV,21,20,19,3,50.000000,0.100000,0.400627,16.861642,24.586770,15.654743,37022,14832,499374,6.234942,735.177519,0.049567,20,5
QS2MAODV,20,20,19,3,50.000000,0.100000,0.334045,14.059326,214.675297,94.514050,37022,12367,2299056,34.426386,734.681365,0.059407,20,5
QS2MAODV,24,20,19,3,50.000000,0.100000,0.527254,22.191158,115.231891,63.983705,37022,19520,1973994,18.727174,732.783289,0.037540,20,5
QS2MAODV,22,20,19,3,50.000000,0.100000,0.178705,7.521347,412.651641,177.368066,37022,6616,3472392,97.194008,737.364315,0.111452,20,5
QS2MAODV,23,20,19,3,50.000000,0.100000,0.238291,10.029221,278.756590,136.830698,37022,8822,3071664,64.478198,733.212301,0.083112,20,5
QS2MAODV,25,20,19,3,50.000000,0.100000,0.306710,12.908842,222.593346,97.940550,37022,11355,3157416,51.493322,736.212795,0.064836,20,5
QS2MAODV,26,20,19,3,50.000000,0.100000,0.408487,17.192463,105.044761,58.301834,37022,15123,2041034,24.993008,746.179172,0.049341,20,5
QS2MAODV,28,20,19,3,50.000000,0.100000,0.206931,8.709347,300.112571,129.275408,37022,7661,2741216,66.261923,745.078263,0.097256,20,5
QS2MAODV,29,20,19,3,50.000000,0.100000,0.483091,20.332421,50.839480,26.840567,37022,17885,758720,7.855952,729.857270,0.040808,20,5
QS2MAODV,27,20,19,3,50.000000,0.100000,0.313489,13.194189,164.386115,80.039822,37022,11606,3161878,50.450884,744.196292,0.064122,20,5
QS2MAODV,2,20,19,3,50.000000,0.100000,0.161174,7.160400,656.130295,293.344170,37022,5967,1533536,47.593120,743.947958,0.124677,20,10
QS2MAODV,30,20,19,3,50.000000,0.100000,0.326319,13.734189,273.410326,111.486699,37022,12081,2960984,45.387830,738.343239,0.061116,20,5
QS2MAODV,1,20,19,3,50.000000,0.100000,0.232348,9.779116,175.393198,81.340622,37022,8602,2187140,47.085088,743.377568,0.086419,20,10
QS2MAODV,3,20,19,3,50.000000,0.100000,0.270164,11.370695,324.985721,137.358634,37022,10002,3434256,63.584616,735.647127,0.073550,20,10
QS2MAODV,5,20,19,3,50.000000,0.100000,0.456242,19.202400,142.606823,51.240927,37022,16891,1283646,14.073307,725.275536,0.042939,20,10
QS2MAODV,4,20,19,3,50.000000,0.100000,0.319270,13.437474,339.890511,143.238791,37022,11820,2982558,46.728050,733.375334,0.062045,20,10
QS2MAODV,8,20,19,3,50.000000,0.100000,0.620604,26.120084,119.456399,39.160692,37022,22976,504906,4.069512,727.091984,0.031646,20,10
QS2MAODV,6,20,19,3,50.000000,0.100000,0.407568,17.153811,170.166518,80.517004,37022,15089,2383454,29.251797,735.735254,0.048760,20,10
QS2MAODV,7,20,19,3,50.000000,0.100000,0.240668,10.129263,361.470229,165.968383,37022,8910,2770210,57.575965,743.466667,0.083442,20,10
QS2MAODV,9,20,19,3,50.000000,0.100000,0.456999,19.234232,86.365720,44.718989,37022,16919,2085402,22.825554,737.779390,0.043607,20,10
QS2MAODV,11,20,19,3,50.000000,0.100000,0.221193,9.309600,250.001117,111.660387,37022,8189,2474006,55.946912,743.214532,0.090758,20,10
QS2MAODV,10,20,19,3,50.000000,0.100000,0.248528,10.460084,189.779458,97.294824,37022,9201,2517958,50.678026,746.360833,0.081117,20,10
QS2MAODV,15,20,19,3,50.000000,0.100000,0.406731,17.118568,57.729161,38.038744,37022,15058,905490,11.135830,733.176453,0.048690,20,10
QS2MAODV,14,20,19,3,50.000000,0.100000,0.612879,25.794947,135.639863,51.632795,37022,22690,1223292,9.983938,738.104599,0.032530,20,10
QS2MAODV,13,20,19,3,50.000000,0.100000,0.331317,15.585035,107.318851,62.853941,37022,12266,2281704,34.447887,728.934606,0.059427,20,10
QS2MAODV,12,20,19,3,50.000000,0.100000,0.312004,13.131663,286.331575,136.219582,37022,11551,3668468,58.812737,745.102767,0.064505,20,10
QS2MAODV,17,20,19,3,50.000000,0.100000,0.393523,16.562653,225.778730,121.656361,37022,14569,2055030,26.121293,744.827903,0.051124,20,10
QS2MAODV,18,20,19,3,50.000000,0.100000,0.442737,18.633979,130.481322,60.660233,37022,16391,2596020,29.329781,744.580690,0.045426,20,10
QS2MAODV,16,20,19,3,50.000000,0.100000,0.302118,12.715579,140.205313,70.342930,37022,11185,3154608,52.229474,737.269818,0.065916,20,10
QS2MAODV,19,20,19,3,50.000000,0.100000,0.335071,14.102526,144.918313,95.035576,37022,12405,2816298,42.042456,732.442638,0.059044,20,10
QS2MAODV,20,20,19,3,50.000000,0.100000,0.312085,13.135074,213.956650,94.017905,37022,11554,2413026,38.675495,734.725621,0.063591,20,10
QS2MAODV,23,20,19,3,50.000000,0.100000,0.256712,10.804547,123.717314,73.315420,37022,9504,2695984,52.531176,733.212301,0.077148,20,10
QS2MAODV,21,20,19,3,50.000000,0.100000,0.282454,11.887958,105.215360,57.369902,37022,10457,3313164,58.673510,737.032072,0.070482,20,10
QS2MAODV,22,20,19,3,50.000000,0.100000,0.167738,7.059789,413.901218,206.294228,37022,6210,3464094,103.300948,737.364315,0.118738,20,10
QS2MAODV,24,20,19,3,50.000000,0.100000,0.531252,22.359411,98.443469,55.391722,37022,19668,1970650,18.554768,732.783289,0.037258,20,10
QS2MAODV,26,20,19,3,50.000000,0.100000,0.399924,16.832084,140.107739,72.266640,37022,14806,1776066,22.214042,746.156792,0.050396,20,10
QS2MAODV,25,20,19,3,50.000000,0.100000,0.306412,12.896337,230.361474,108.606778,37022,11344,3467384,56.603328,736.212795,0.064899,20,10
QS2MAODV,27,20,19,3,50.000000,0.100000,0.311085,13.093011,167.503113,77.379795,37022,11517,3263696,52.477915,744.196292,0.064617,20,10
QS2MAODV,29,20,19,3,50.000000,0.100000,0.483091,20.332421,50.839480,26.840567,37022,17885,758720,7.855952,729.857270,0.040808,20,10
QS2MAODV,28,20,19,3,50.000000,0.100000,0.206877,8.707074,288.311128,121.690411,37022,7659,2702274,65.337656,745.078263,0.097281,20,10
QS2MAODV,2,20,19,3,50.000000,0.100000,0.161174,7.160400,656.130295,293.344170,37022,5967,1533536,47.593120,743.947958,0.124677,20,15
QS2MAODV,1,20,19,3,50.000000,0.100000,0.232348,9.779116,175.393198,81.340622,37022,8602,2187140,47.085088,743.377568,0.086419,20,15
QS2MAODV,30,20,19,3,50.000000,0.100000,0.328723,13.835368,266.321177,120.350631,37022,12170,3278210,49.882985,738.343239,0.060669,20,10
QS2MAODV,3,20,19,3,50.000000,0.100000,0.286775,12.069853,282.107567,133.766020,37022,10617,3020954,52.692467,735.647127,0.069290,20,15
QS2MAODV,5,20,19,3,50.000000,0.100000,0.422370,17.776800,128.126748,58.383068,37022,15637,1472136,17.434148,725.275536,0.046382,20,15
QS2MAODV,4,20,19,3,50.000000,0.100000,0.319270,13.437474,339.890511,143.238791,37022,11820,2982558,46.728050,733.375334,0.062045,20,15
QS2MAODV,6,20,19,3,50.000000,0.100000,0.407568,17.153811,170.166518,80.517004,37022,15089,2383454,29.251797,735.735254,0.048760,20,15
QS2MAODV,8,20,19,3,50.000000,0.100000,0.569499,23.969179,74.453660,30.991861,37022,21084,700170,6.149740,727.091984,0.034485,20,15
QS2MAODV,7,20,19,3,50.000000,0.100000,0.240668,10.129263,361.470229,165.968383,37022,8910,2770210,57.575965,743.466667,0.083442,20,15
QS2MAODV,10,20,19,3,50.000000,0.100000,0.272352,11.462779,141.174307,79.624087,37022,10083,1719568,31.581724,746.360833,0.074022,20,15
QS2MAODV,9,20,19,3,50.000000,0.100000,0.456999,19.234232,86.365720,44.718989,37022,16919,2085402,22.825554,737.779390,0.043607,20,15
QS2MAODV,11,20,19,3,50.000000,0.100000,0.221193,9.309600,250.001117,111.660387,37022,8189,2474006,55.946912,743.214532,0.090758,20,15
QS2MAODV,14,20,19,3,50.000000,0.100000,0.606207,25.514147,123.682353,46.328796,37022,22443,1215754,10.031619,738.104599,0.032888,20,15
QS2MAODV,15,20,19,3,50.000000,0.100000,0.406731,17.118568,57.729161,38.038744,37022,15058,905490,11.135830,733.176453,0.048690,20,15
QS2MAODV,12,20,19,3,50.000000,0.100000,0.312004,13.131663,286.331575,136.219582,37022,11551,3668468,58.812737,745.102767,0.064505,20,15
QS2MAODV,13,20,19,3,50.000000,0.100000,0.331317,15.585035,107.318851,62.853941,37022,12266,2281704,34.447887,728.934606,0.059427,20,15
QS2MAODV,18,20,19,3,50.000000,0.100000,0.439036,18.478232,135.021228,63.010851,37022,16254,2625370,29.911384,744.580690,0.045809,20,15
QS2MAODV,19,20,19,3,50.000000,0.100000,0.338015,14.226442,146.406077,95.443350,37022,12514,2814674,41.652224,732.442638,0.058530,20,15
QS2MAODV,16,20,19,3,50.000000,0.100000,0.302118,12.715579,140.205313,70.342930,37022,11185,3154608,52.229474,737.269818,0.065916,20,15
QS2MAODV,17,20,19,3,50.000000,0.100000,0.324078,13.639832,304.369854,176.679538,37022,11998,3186856,49.188075,744.827903,0.062079,20,15
QS2MAODV,20,20,19,3,50.000000,0.100000,0.312085,13.135074,213.956650,94.017905,37022,11554,2413026,38.675495,734.725621,0.063591,20,15
QS2MAODV,23,20,19,3,50.000000,0.100000,0.228486,9.616547,142.117767,88.864046,37022,8459,2728102,59.723853,733.212301,0.086678,20,15
QS2MAODV,21,20,19,3,50.000000,0.100000,0.282454,11.887958,105.215360,57.369902,37022,10457,3313164,58.673510,737.032072,0.070482,20,15
QS2MAODV,22,20,19,3,50.000000,0.100000,0.167738,7.059789,413.901218,206.294228,37022,6210,3464094,103.300948,737.364315,0.118738,20,15
QS2MAODV,24,20,19,3,50.000000,0.100000,0.459024,19.319495,163.187674,67.160073,37022,16994,1996646,21.757636,732.783289,0.043120,20,15
QS2MAODV,26,20,19,3,50.000000,0.100000,0.359327,15.123411,103.222235,55.327998,37022,13303,1798742,25.039493,746.156792,0.056089,20,15
QS2MAODV,25,20,19,3,50.000000,0.100000,0.338501,14.246905,219.221517,98.149023,37022,12532,3098334,45.784037,736.212795,0.058747,20,15
QS2MAODV,29,20,19,3,50.000000,0.100000,0.483091,20.332421,50.839480,26.840567,37022,17885,758720,7.855952,729.857270,0.040808,20,15
QS2MAODV,27,20,19,3,50.000000,0.100000,0.311085,13.093011,167.503113,77.379795,37022,11517,3263696,52.477915,744.196292,0.064617,20,15
QS2MAODV,28,20,19,3,50.000000,0.100000,0.206877,8.707074,288.311128,121.690411,37022,7659,2702274,65.337656,745.078263,0.097281,20,15
QS2MAODV,2,20,19,3,50.000000,0.100000,0.161174,7.160400,656.130295,293.344170,37022,5967,1533536,47.593120,743.947958,0.124677,20,20
QS2MAODV,1,20,19,3,50.000000,0.100000,0.232348,9.779116,175.393198,81.340622,37022,8602,2187140,47.085088,743.377568,0.086419,20,20
QS2MAODV,30,20,19,3,50.000000,0.100000,0.328723,13.835368,266.321177,120.350631,37022,12170,3278210,49.882985,738.343239,0.060669,20,15
QS2MAODV,3,20,19,3,50.000000,0.100000,0.286775,12.069853,282.107567,133.766020,37022,10617,3020954,52.692467,735.647127,0.069290,20,20
QS2MAODV,5,20,19,3,50.000000,0.100000,0.422370,17.776800,128.126748,58.383068,37022,15637,1472136,17.434148,725.275536,0.046382,20,20
QS2MAODV,4,20,19,3,50.000000,0.100000,0.319270,13.437474,339.890511,143.238791,37022,11820,2982558,46.728050,733.375334,0.062045,20,20
QS2MAODV,6,20,19,3,50.000000,0.100000,0.397872,16.745684,195.253335,90.518595,37022,14730,2692444,33.849337,735.735254,0.049948,20,20
QS2MAODV,8,20,19,3,50.000000,0.100000,0.613284,25.812000,77.563239,33.843311,37022,22705,725040,5.913529,727.091984,0.032023,20,20
QS2MAODV,7,20,19,3,50.000000,0.100000,0.240668,10.129263,361.470229,165.968383,37022,8910,2770210,57.575965,743.466667,0.083442,20,20
QS2MAODV,9,20,19,3,50.000000,0.100000,0.456999,19.234232,86.365720,44.718989,37022,16919,2085402,22.825554,737.779390,0.043607,20,20
QS2MAODV,10,20,19,3,50.000000,0.100000,0.279996,11.784505,137.777145,79.967486,37022,10366,1681464,30.038802,746.360833,0.072001,20,20
QS2MAODV,11,20,19,3,50.000000,0.100000,0.205526,8.650232,348.194209,153.294465,37022,7609,2924390,71.172783,743.214532,0.097676,20,20
QS2MAODV,14,20,19,3,50.000000,0.100000,0.606207,25.514147,123.682353,46.328796,37022,22443,1215754,10.031619,738.104599,0.032888,20,20
QS2MAODV,13,20,19,3,50.000000,0.100000,0.331317,15.585035,107.318851,62.853941,37022,12266,2281704,34.447887,728.934606,0.059427,20,20
QS2MAODV,15,20,19,3,50.000000,0.100000,0.406731,17.118568,57.729161,38.038744,37022,15058,905490,11.135830,733.176453,0.048690,20,20
QS2MAODV,12,20,19,3,50.000000,0.100000,0.312004,13.131663,286.331575,136.219582,37022,11551,3668468,58.812737,745.102767,0.064505,20,20
QS2MAODV,18,20,19,3,50.000000,0.100000,0.445951,18.769263,118.980897,49.116498,37022,16510,2161536,24.244969,744.580690,0.045099,20,20
QS2MAODV,16,20,19,3,50.000000,0.100000,0.302118,12.715579,140.205313,70.342930,37022,11185,3154608,52.229474,737.269818,0.065916,20,20
QS2MAODV,17,20,19,3,50.000000,0.100000,0.324078,13.639832,304.369854,176.679538,37022,11998,3186856,49.188075,744.827903,0.062079,20,20
QS2MAODV,19,20,19,3,50.000000,0.100000,0.333856,14.051368,154.758645,95.984119,37022,12360,2848230,42.673948,732.442638,0.059259,20,20
QS2MAODV,20,20,19,3,50.000000,0.100000,0.312085,13.135074,213.956650,94.017905,37022,11554,2413026,38.675495,734.725621,0.063591,20,20
QS2MAODV,23,20,19,3,50.000000,0.100000,0.243207,10.236126,100.330032,59.712958,37022,9004,2367406,48.690417,733.299994,0.081442,20,20
QS2MAODV,21,20,19,3,50.000000,0.100000,0.282454,11.887958,105.215360,57.369902,37022,10457,3313164,58.673510,737.032072,0.070482,20,20
QS2MAODV,22,20,19,3,50.000000,0.100000,0.167738,7.059789,413.901218,206.294228,37022,6210,3464094,103.300948,737.364315,0.118738,20,20
QS2MAODV,24,20,19,3,50.000000,0.100000,0.501729,21.116842,113.632918,57.106974,37022,18575,1953318,19.473785,732.783289,0.039450,20,20
QS2MAODV,26,20,19,3,50.000000,0.100000,0.359327,15.123411,103.222235,55.327998,37022,13303,1798742,25.039493,746.156792,0.056089,20,20
QS2MAODV,25,20,19,3,50.000000,0.100000,0.306412,12.896337,230.361474,108.606778,37022,11344,3467384,56.603328,736.212795,0.064899,20,20
QS2MAODV,27,20,19,3,50.000000,0.100000,0.325671,13.706905,168.774059,77.339505,37022,12057,3261816,50.098698,744.196292,0.061723,20,20
QS2MAODV,29,20,19,3,50.000000,0.100000,0.483091,20.332421,50.839480,26.840567,37022,17885,758720,7.855952,729.857270,0.040808,20,20
QS2MAODV,28,20,19,3,50.000000,0.100000,0.206877,8.707074,288.311128,121.690411,37022,7659,2702274,65.337656,745.078263,0.097281,20,20
QS2MAODV,2,20,19,3,50.000000,0.100000,0.161174,7.160400,656.130295,293.344170,37022,5967,1533536,47.593120,743.947958,0.124677,20,30
QS2MAODV,1,20,19,3,50.000000,0.100000,0.232348,9.779116,175.393198,81.340622,37022,8602,2187140,47.085088,743.377568,0.086419,20,30
QS2MAODV,30,20,19,3,50.000000,0.100000,0.336016,14.142316,265.968217,118.634923,37022,12440,3337354,49.680749,738.343239,0.059352,20,20
QS2MAODV,3,20,19,3,50.000000,0.100000,0.286775,12.069853,282.107567,133.766020,37022,10617,3020954,52.692467,735.647127,0.069290,20,30
QS2MAODV,5,20,19,3,50.000000,0.100000,0.422370,17.776800,128.126748,58.383068,37022,15637,1472136,17.434148,725.275536,0.046382,20,30
QS2MAODV,4,20,19,3,50.000000,0.100000,0.319270,13.437474,339.890511,143.238791,37022,11820,2982558,46.728050,733.375334,0.062045,20,30
QS2MAODV,6,20,19,3,50.000000,0.100000,0.395251,16.635411,194.236680,89.389210,37022,14633,2703336,34.211561,735.735254,0.050279,20,30
QS2MAODV,8,20,19,3,50.000000,0.100000,0.611798,25.749474,129.737187,42.058359,37022,22650,727600,5.948819,727.091984,0.032101,20,30
QS2MAODV,7,20,19,3,50.000000,0.100000,0.240668,10.129263,361.470229,165.968383,37022,8910,2770210,57.575965,743.466667,0.083442,20,30
QS2MAODV,10,20,19,3,50.000000,0.100000,0.274215,11.541221,139.070927,80.777844,37022,10152,1669994,30.462781,746.360833,0.073519,20,30
QS2MAODV,9,20,19,3,50.000000,0.100000,0.456999,19.234232,86.365720,44.718989,37022,16919,2085402,22.825554,737.779390,0.043607,20,30
QS2MAODV,11,20,19,3,50.000000,0.100000,0.205526,8.650232,348.194209,153.294465,37022,7609,2924390,71.172783,743.214532,0.097676,20,30
QS2MAODV,14,20,19,3,50.000000,0.100000,0.606207,25.514147,123.682353,46.328796,37022,22443,1215754,10.031619,738.104599,0.032888,20,30
QS2MAODV,13,20,19,3,50.000000,0.100000,0.331317,15.585035,107.318851,62.853941,37022,12266,2281704,34.447887,728.934606,0.059427,20,30
QS2MAODV,12,20,19,3,50.000000,0.100000,0.312004,13.131663,286.331575,136.219582,37022,11551,3668468,58.812737,745.102767,0.064505,20,30
QS2MAODV,15,20,19,3,50.000000,0.100000,0.406731,17.118568,57.729161,38.038744,37022,15058,905490,11.135830,733.176453,0.048690,20,30
QS2MAODV,18,20,19,3,50.000000,0.100000,0.442034,18.604421,126.463566,52.894555,37022,16365,2228540,25.218001,744.580690,0.045498,20,30
QS2MAODV,19,20,19,3,50.000000,0.100000,0.333856,14.051368,154.758645,95.984119,37022,12360,2848230,42.673948,732.442638,0.059259,20,30
QS2MAODV,16,20,19,3,50.000000,0.100000,0.302118,12.715579,140.205313,70.342930,37022,11185,3154608,52.229474,737.269818,0.065916,20,30
QS2MAODV,17,20,19,3,50.000000,0.100000,0.324078,13.639832,304.369854,176.679538,37022,11998,3186856,49.188075,744.827903,0.062079,20,30
QS2MAODV,20,20,19,3,50.000000,0.100000,0.312085,13.135074,213.956650,94.017905,37022,11554,2413026,38.675495,734.725621,0.063591,20,30
QS2MAODV,23,20,19,3,50.000000,0.100000,0.243207,10.236126,100.330032,59.712958,37022,9004,2367406,48.690417,733.299994,0.081442,20,30
QS2MAODV,22,20,19,3,50.000000,0.100000,0.167738,7.059789,413.901218,206.294228,37022,6210,3464094,103.300948,737.364315,0.118738,20,30
QS2MAODV,21,20,19,3,50.000000,0.100000,0.282454,11.887958,105.215360,57.369902,37022,10457,3313164,58.673510,737.032072,0.070482,20,30
QS2MAODV,24,20,19,3,50.000000,0.100000,0.456512,19.213768,135.109290,74.744899,37022,16901,2539606,27.826602,732.783289,0.043357,20,30
QS2MAODV,26,20,19,3,50.000000,0.100000,0.359327,15.123411,103.222235,55.327998,37022,13303,1798742,25.039493,746.156792,0.056089,20,30
QS2MAODV,25,20,19,3,50.000000,0.100000,0.306412,12.896337,230.361474,108.606778,37022,11344,3467384,56.603328,736.212795,0.064899,20,30
QS2MAODV,27,20,19,3,50.000000,0.100000,0.340581,14.334442,164.372234,71.656420,37022,12609,3062654,44.980423,744.196292,0.059021,20,30
QS2MAODV,29,20,19,3,50.000000,0.100000,0.483091,20.332421,50.839480,26.840567,37022,17885,758720,7.855952,729.857270,0.040808,20,30
QS2MAODV,28,20,19,3,50.000000,0.100000,0.224947,9.467621,313.452680,136.599865,37022,8328,3171606,70.525270,745.078263,0.089467,20,30
QMAODV,2,20,19,3,50.000000,0.100000,0.150262,6.324253,486.954958,326.177820,37022,5563,1583000,52.696054,742.536114,0.133478,20,15
QS2MAODV,30,20,19,3,50.000000,0.100000,0.336016,14.142316,265.968217,118.634923,37022,12440,3337354,49.680749,738.343239,0.059352,20,30
QMAODV,1,20,19,3,50.000000,0.100000,0.295986,12.457516,434.061812,170.828669,37022,10958,3035876,51.304915,744.417347,0.067934,20,15
QMAODV,3,20,19,3,50.000000,0.100000,0.203555,8.567242,404.314020,152.147323,37022,7536,2698636,66.314677,731.929635,0.097124,20,15
QMAODV,5,20,19,3,50.000000,0.100000,0.422965,17.801811,117.073893,53.437470,37022,15659,1170298,13.840082,725.957984,0.046360,20,15
QMAODV,4,20,19,3,50.000000,0.100000,0.320323,13.481811,280.766425,130.814883,37022,11859,2770716,43.266342,733.399254,0.061843,20,15
QMAODV,8,20,19,3,50.000000,0.100000,0.570634,24.016926,269.341076,56.062358,37022,21126,853912,7.485177,727.038370,0.034414,20,15
QMAODV,6,20,19,3,50.000000,0.100000,0.349900,14.726653,255.862075,100.913581,37022,12954,2117478,30.270616,734.476383,0.056699,20,15
QMAODV,7,20,19,3,50.000000,0.100000,0.304900,12.832674,426.103899,186.689926,37022,11288,2398656,39.351130,742.951078,0.065818,20,15
QMAODV,10,20,19,3,50.000000,0.100000,0.240073,10.104253,252.240363,95.267356,37022,8888,1782564,37.140464,745.299706,0.083855,20,15
QMAODV,11,20,19,3,50.000000,0.100000,0.252255,10.616968,352.843632,136.926489,37022,9339,2401328,47.616487,743.302396,0.079591,20,15
QMAODV,9,20,19,3,50.000000,0.100000,0.295527,12.438189,351.925969,143.745218,37022,10941,3265222,55.266497,745.790024,0.068165,20,15
QMAODV,12,20,19,3,50.000000,0.100000,0.328669,13.833095,197.551609,103.278672,37022,12168,2768406,42.132460,744.664494,0.061199,20,15
QMAODV,13,20,19,3,50.000000,0.100000,0.237291,9.987158,340.140007,210.726904,37022,8785,2539494,53.531778,729.713247,0.083064,20,15
QMAODV,14,20,19,3,50.000000,0.100000,0.464156,19.535495,158.499188,77.423032,37022,17184,1888470,20.351296,741.553282,0.043154,20,15
QMAODV,16,20,19,3,50.000000,0.100000,0.331560,13.954737,148.817982,32.380217,37022,12275,1830454,27.614905,736.621375,0.060010,20,15
QMAODV,15,20,19,3,50.000000,0.100000,0.359219,15.118863,361.184547,134.364386,37022,13299,2971062,41.371281,737.341001,0.055443,20,15
QMAODV,18,20,19,3,50.000000,0.100000,0.457782,19.267200,161.262524,81.789786,37022,16948,1329838,14.530700,745.199721,0.043970,20,15
QMAODV,17,20,19,3,50.000000,0.100000,0.363838,15.313263,288.548535,117.289586,37022,13470,2616734,35.974786,743.222992,0.055176,20,15
QMAODV,19,20,19,3,50.000000,0.100000,0.358733,15.937200,152.571403,76.514099,37022,13281,1679876,23.423549,730.155040,0.054977,20,15
QMAODV,20,20,19,3,50.000000,0.100000,0.285506,12.016421,312.803645,134.315523,37022,10570,1988552,34.839202,740.896357,0.070094,20,15
QMAODV,23,20,19,3,50.000000,0.100000,0.368349,15.503116,66.079298,38.130736,37022,13637,1590564,21.599244,739.662809,0.054239,20,15
QMAODV,22,20,19,3,50.000000,0.100000,0.171466,7.216674,470.547344,196.051661,37022,6348,2758520,80.472123,732.998261,0.115469,20,15
QMAODV,21,20,19,3,50.000000,0.100000,0.191265,8.049979,306.188583,164.195351,37022,7081,3498314,91.489327,744.309337,0.105114,20,15
QMAODV,24,20,19,3,50.000000,0.100000,0.452488,19.044379,189.338999,87.701011,37022,16752,2262130,25.006743,739.273090,0.044130,20,15
QMAODV,26,20,19,3,50.000000,0.100000,0.287316,12.092589,187.442587,119.652214,37022,10637,1151996,20.055711,745.373682,0.070074,20,15
QMAODV,25,20,19,3,50.000000,0.100000,0.257631,10.843200,292.717114,112.000736,37022,9538,2684316,52.117378,735.490357,0.077112,20,15
QMAODV,28,20,19,3,50.000000,0.100000,0.244422,10.287284,221.583282,90.408629,37022,9049,2188710,44.791321,739.775923,0.081752,20,15
QMAODV,27,20,19,3,50.000000,0.100000,0.197531,8.313726,409.458823,199.023200,37022,7313,3672898,93.007835,744.049387,0.101743,20,15
QMAODV,29,20,19,3,50.000000,0.100000,0.453676,19.094400,164.689206,81.836027,37022,16796,2046882,22.568006,731.420408,0.043547,20,15
QMAODV,30,20,19,3,50.000000,0.100000,0.278618,11.726526,276.529835,126.728018,37022,10315,2708576,48.627062,737.481621,0.071496,20,15
